Show ID,Title,My Score,MAL Score,Score Diff,MAL Count,Coefficient,Weighted Score Diff,Under or Over,Status,Studio,Season,Year,Source,Director,Eps Count,Date Finished,Cry Status,Review Summary,Thematic Takeaway,Character Comments,Story Comments,Setting Comments,Animation Comments,Music Comments,Extra Content,Miscellaneous Comments,,,
124,FLCL,8,7.84,0.16,"347,282",16.01%,0.00,Normal,Completed,Production I.G,Spring,2000,Original,Kazuya Tsurumaki,18,29/05/2021,No,Very Fooly Cooly indeed,*in Themes 4,"S1: MC had moments, but side chars didn't hit and Mamimi sucked. S2: main two and haruko were great. Others flopped S3: all great, but pretty avg for six eps","Too much crazy in first two seasons. I couldn't make sense of anything, and if that's the point, then it didn't work ","Pretty neat little world that they built up, but it was too unclear what the universe was about",S1 and S2 were knock your socks off good. S3 was average,"OST and Eds are nuts to butts, full throttle fun",,"S1: relationships were unclear, and it was so frenetic that I couldn't care about what happened. It's far from a masterpiece bc it's chars just mopped. It's theme is outdated too. S2: the story was wild enough for me to not care, which made it thrilling. The side chars were all eh, but this one had the most interesting theme. S3: dropped the FLCL estatic in favor of a casual story for better and for worse. Story made sense, but chars were not unique. Overall, the show made for fun short stories w/ great themes",,,
118,BTOOOM!,8,7.36,0.64,"409,909",18.89%,0.45,Normal,Completed,Madhouse,Fall,2012,Manga,Kotono Watanabe,12,08/04/2021,No,Exploring psychology and battle royales,*in Themes 3,"Other than the random high school friend added at the very end, every char was grounded and unique. As the story unraveled, the conflict and char changes were great","While the pacing was too fast or slow at times, the story itself was interesting enough for me to get invested. A lot of plot contrivances tho",Well done. The island felt like a map in a video game. The animation helped in accentuating the background,"Although the faces went to shit at times, good for the time",Nothing to excite,"Manga is finished, but no season 2","This show needed a season 2 to feel complete, and it isn't coming. However, other than the high school rival, the show is surprisingly strong on its chars. They are all fleshed out and well executed. The story does suffer from plot contrivances like chars who are left alive for no reason, especially when killing gets you a stone. The mind games on the battlefield is really fun tho, and the show took a genre I thought was dead in the present and had me thoroughly invested in the unique story and relatable chars",,,
1,Attack on Titan,8,8.52,-0.52,"1,948,332",89.81%,-1.42,Normal,In Progress,Wit Studio,Spring,2013,Manga,Tetsurou Araki,59,01/01/2015,No,My original anime,,,,,,,season 4 - 2021,,,,
159,Asobi Asobase - Workshop of Fun,8,8.19,-0.19,"147,348",6.79%,-0.26,Normal,In Progress,Lerche,Summer,2018,Manga,Seiji Kishi,15,29/06/2021,No,Potty humor and lazer butts,None,"Chars' quirks never seemed to end, and although Hanako's screaming got old really quick, the other chars were unique enough to make for entertaining times",The lack of a conclusion to events that followed a linear storyline confused me. There is no sense of closure even tho it’s a comedy,"Classroom didn't feel too unique, so nothing really stood out","Enjoyable for the most part, but the scary doll face reactions got old",Ed is a head banging rock song,,"When the show relied on over-the-top reactions to gets its comedy, it failed. Also, the inability to conclude storylines is what makes this show a little disappointing. However, at its peak, this show has some of the funniest moments ever. The sheer unapologetic stupidity of it all was awesome to see, and I'd love to see more. Some chars were definitely better than others, yet the main trio had a wide enough personality set to make for interesting moments that made up for the lackluster ensemble",,,
25,Ascendance of a Bookworm,8,8.07,-0.07,"85,736",3.95%,-0.11,Normal,Completed,Ajia-Do,Fall,2019,Light Novel,Mitsuru Hongou,26,01/01/2020,Welled Up,Fantastical slice of life,,,,,,,season 3 - sp 2022,,,,
162,Arakawa Under the Bridge,8,7.64,0.36,"129,256",5.96%,0.30,Normal,Completed,Shaft,Spring,2010,Manga,Akiyuki Shinbou,26,03/07/2021,Welled Up,Pure insanity,*in Themes 4,"All of the chars' quirks were delightful (except Maria, she got tiresome). The cast truly shined with all of their slightly odd quirks, but consistency was an issue","Went out the window by the end without any explanation. While the comedy is pretty god tier irony, it couldn't pull all of the weight","Absolutely wonderful. I loved the under the bridge area. It felt alive, and it had a unique, fun vibe to it","Char designs were great, and everything else was really good for the time",Both ops and both eds were kooky bops,,"The disconnected intros and the story that was hinted at but went nowhere regardless is what threw off my enjoyment of the show. Otherwise, the crazy antics and overall fun of the show shined. Although it wasn't gut busting, the ironic craziness never got old as the bits and skits felt fresh and original most of the time. And although some char quirks went away, like Rec's selfishness and P-ko's clumsiness, the massive cast was done really well here. Whether it says anything deeper is hard to tell tho",,,
12,Akame Ga Kill,8,7.49,0.51,"947,157",43.66%,0.07,Normal,Completed,White Fox,Summer,2014,Manga,Tomoki Kobayashi,24,01/01/2015,No,"Nuts to butts, revolutionary fun",,,,,,,,,,,
103,Wataten!: An Angel Flew Down to Me,7.5,7.34,0.16,"55,489",2.56%,0.13,Normal,Completed,Doga Kobo,Winter,2019,4-koma Manga,Daisuke Hiramaki,12,19/03/2021,No,Cute lolis and lowkey char development,Cuteness is in the eye of the beholder. Even the most unlikely person can help us mature,"While Mya-nee has some questionable moments, I found her lowkey development over the story to be cute, consistent, and fun. The other chars weren't annoying too","A slowburn at times that really dragged. For the most part, the story stayed pretty even on the enjoyment scale. Standard, but not amazing",Nothing to talk about,Char designs are good for Mya-nee and the girls,Ep 12's play is full of unironic bangers,,"Leaving aside the pedophilic undertones, the show delivered a  sweet story about the effect of sibling relationships and the relationship between older and younger people, making a good argument that children can teach us a lot about ourselves and help us mature. The stalker char shouldn't exist though. Girls all felt multi-dimensional. Overall, very kawaii, but lacked punch because of the weirdness, dulling any meaningful takeaway. Needed more friendship emphasis during the end where growth occurred",,,
26,Space Dandy,7.5,8.02,-0.52,"118,515",5.46%,-0.58,Normal,Completed,Bones,Winter,2014,Original,Shinichiro Watanabe,26,07/08/2020,No,Wild and carefree,,,,,,,,,,,
32,Sing “Yesterday” For Me,7.5,6.97,0.53,"100,653",4.64%,0.48,Normal,Completed,Doga Kobo,Spring,2020,Manga,Yoshiyuki Fujiwara,12,01/01/2020,Welled Up,"Divisive, slow, and homey",,,,,,,,,,,
112,Saekano -How to Raise a Boring Girlfriend-,7.5,7.71,-0.21,"229,740",10.59%,-0.31,Normal,Completed,A-1 Pictures,Winter,2015,Light Novel,Kanta Kamei,26,13/03/2022,No,Creative insight and meta commentary,*in Themes 3,Lack of insight into the creative process made it so that arcs were dissatisfying. Side chars were bluh. Only thing that stood out was the romance between MC and MH,"Although interesting, nothing felt accomplished bc the creative process is never explored. There's no catharsis or sense of completion. It's just done",There isn't a sense that the industry of game development is portrayed well enough. Lackadasical and boring,"Fluid and nice to look at, but faces can go gross and CGI is eh",Nothing great,,"Despite its meta-commentary and unique main girl, the show doesn't have too much going for it. Ecchi ruins some scenes. Arcs feel hamfisted as they're tied to the creative processes that we never get see. Hell, Eriri's arc gets reversed when she's able to crame in the movie w/o pressure. Decisions in the movie are out-of-char. The relationships were generally fine among the main 4. The connection between game and reality was cute, and it made for an AWESOME love story. Everything else felt half-baked",,,
150,Release the Spyce,7.5,6.96,0.54,"18,686",0.86%,0.53,Normal,Completed,Lay-duce,Fall,2018,Original,Akira Satou,12,26/12/2020,No,Solid storytelling within spy cliches,*in Themes 1,"The members of the group felt fleshed out; however, the characters outside of them were plain and felt forced like Viking girl and Tera",Most solid part of the show. It progressed nicely and things were properly foreshadowed,The lack of a futuristic vibe made it feel lackluster when the futurism could have been a highlight,"Fights and such were solid. Nothing wrong, but didn't amaze",Fantastic OST,,,,,
129,Princess Principal,7.5,7.72,-0.22,"60,840",2.80%,-0.25,Normal,In Progress,Actas,Summer,2017,Original,Masaki Tachibana,12,20/12/2020,No,Goth lolies take on new meaning,some lies become truth in the telling,"The five girls have appropriate depth and are all intriguing, the ninja girl lacks some though. Other than the main two, the others aren't fleshed out","Thrilling, but some episodes felt out of place and lacked the spy appeal as it went for a more basic, political commentary","Lively, fun, and something I could fully envision","Character designs are top notch, and city stands out",Op kinda slaps,movie - 2021 ,,,,
142,Noragami,7.5,8.06,-0.56,"1,046,370",48.23%,-1.05,Normal,Completed,Bones,Winter,2014,Manga,Koutarou Tamura,25,13/10/2021,No,A new perspective on life's value,*in Themes 5,"Everyone related to Bishomen sucks. Everyone else is really good. The main 3 are dynamic and evolve over the show's runtime, giving a sense of progression","There were some bad plotholes and frustrating moments, but it was generally overshadowed by good storytelling and well-done comedy",The gods' world didn't have much personality to it. Not enough time to get a full glimpse at a whole world,Pretty good at times while also kinda buns at other points,Ops and Ed1 were good,,"This show suffered from a weak Bishomen arc and Hiyori being a repitive slave with no fighting spirit when things matter. She sits back and watches, but does show signs of agency at least. Hiyori needs a bit more change or purpose. Most of the one-off villains are flat and a lot of the decisions make no sense and lack setup. There's also some dumb deus-ex-machinas. That being said, it was thoroughly entertaining, and I loved seeing how the main 3 interacted and grew together. Strong base for future story",,,
117,New Game!,7.5,7.64,-0.14,"168,077",7.75%,-0.22,Normal,Completed,Doga Kobo,Summer,2016,4-koma Manga,Yoshiyuki Fujiwara,24,26/07/2021,No,Cute girls make cut games,*in Themes 3,"Overall, every char was enjoyable and had their fair share of quirks, but the char arcs fell flat in the s2 and there were too many chars for anything meaningful to happen","Not as good as I expected. There wasn't very much focus on the actual creation of the game, which made for a fairly boring experience","The Eaglejump office was cute, and the personalized cubicles gave it some flare",Above average for your average slice of life. Really good all around,Nothing great,,"The second season kinda makes the show fall on its head with the many different directions the show seemed to try and go in. It got super cluttered to the point where some char arcs that were once promised were never paid off, mainly Yagami as art director. Chars felt like they were dropped for others who just didn't seem to fit in enough to be likeable. However, taken one eps at a time, the show is pretty enjoyable. It's a pretty standard slice of life with hints of video game making, but nothing special",,,
67,Kino’s Journey,7.5,7.59,-0.09,"60,273",2.78%,-0.12,Normal,Completed,Lerche,Fall,2017,Light Novel,Tomohisa Taguchi,12,25/09/2020,No,Though-provoking adventures,*in Themes 1,,,,,,,,,,
182,Horimiya,7.5,8.21,-0.71,"477,473",22.01%,-0.93,Normal,Completed,CloverWorks,Winter,2021,Manga,Masashi Ishihama,13,21/12/2021,No,"Lacks clarity, has heart",*in Themes 7,"No char was particularly annoying, but some of the relationships were weak and poorly fleshed out. Cast was too big to buy many of the friendships too","Not really sure what they were going for. It didn't seem to be a drama, but it also wasn't heavy on the comedy until the end. Pacing was way fast",Something about the school's plain uniforms and wooden finish made it feel awesome to be in. Felt small-time,"Pretty good for a slice of life at times, but then was eh at other times",Op and OST had some good stuff going,,"It felt like a jumbled mess at times. Chars never got enough attention for their attempts at char arcs to really land, except for a few. The student council chars were not good enough to merit so much screentime. Also, the bully char was so lame, and his mere existence seemed to indicate a deeper purpose that never showed up elsewhere. Friendships seemed fickle too bc they weren't developed. However, as a more lowkey slice of life, I think the show succeeded. It's comedy was relaxing and never tired me.",,,
116,Hanayamata,7.5,7.33,0.17,"33,243",1.53%,0.15,Normal,Completed,Madhouse,Summer,2014,Manga,Atsuko Ishizuka,12,12/04/2021,No,"Cheesy, but cute",*in Themes 3,"They all have satisying char arcs, but the lack of char development beforehand really makes it more melo-dramatic than it needed. Didn't feel one-note either",Cute and unpredictable at times. It didn't get too tropey with its episode structure. Just enough here to keep me invested until the end,Enjoyed the rooftop and makeshift classroom vibe. Made it feel personalized and a part of the story,Stunning. Lots of bright colors to go w/ the dancing aesthetic,Op and Ed are dang good,,"As a kid's show, it's really solid; however, the cheesiness of its theme delivery and the constantly overdramatic scenes did little to win my favor in terms of enjoyment. It's definitely cute, and it does what it needs to advance it's chars, following up on all of their needs to make it a very satisfying conclusion. It was at its best when they were messing around and working on yosakoi. It was too chipper for me and for every time they did something well, they made the opposite mistake in another part of the show",,,
98,Hakata Tonkotsu Ramens,7.5,7.40,0.10,"48,691",2.24%,0.08,Normal,Completed,Satelight,Winter,2018,Novel,Kenji Yasuda,12,20/02/2021,No,Hitmen throwing out moralty ,Home isn't where you're successful in your career. It's where your homies are,"In terms of complexity, I don't think the show needed too much. They were all unique and likeable except for the one who got the most depth, Lin. Some felt unnecessary","Characters and events lacked foreshadowing. The show struggled in the middle 4 eps, but excelled when the whole team got involved","Other than the baseball scenes, there was very little to make me think the city was a great place to live","Very okayish. Didn't inspire, and fight scenes were okay",Op and Ed were late adds,,"While not thematically complex, it was fun overall. However, the few complexities that were addressed were shallowly explained like the cross dressing and detective who also kills. Also, the idea of the vigilante detective seemed to go away after the first third of the show, which was disappointing. Saru also felt like an unnecessary character. The backstory and motivation of Lin wasn't done well. Some members felt unnecessary. The show was kinda predictable in parts. I loved the motiff of baseball tho.",,,
87,Gurren Lagann,7.5,8.65,-1.15,"704,087",32.45%,-1.47,Normal,Completed,Gainax,Spring,2007,Original,Hiroyuki Imaishi,27,23/01/2021,No,Perseverance theme done right,*in Themes 1,"Development isn't good until the second half, which is where it really shines, but Kamari really isn't a great character","Although it gets complex, the explanations are nice and actually make sense. In the end, it was extremely satisfying","Them hoes went from earth to galaxy real quick, but at times, I didn't know where they were. Confusing",Good for the time if not better,Eds both slapped,,"This show is dragged down by the first half. I struggled to get attached to characters beyond Simon and Nia. While everyone had their quirks, they didn't have the depth to make me care, especially when I didn't even recognize some of them. Also, Kamari was not good. I get what the writers were trying to do, but he came off as more vice-filled than virtuous, which made it hard to care about his death and his corresponding impact on the characters",,,
15,Death Note,7.5,8.63,-1.13,"2,169,510",100.00%,-2.13,Normal,Completed,Madhouse,Fall,2006,Manga,Tetsurou Araki,37,01/01/2015,No,Classic,,,,,,,,,,,
20,Certain Scientific Index,7.5,7.40,0.10,"314,520",14.50%,-0.05,Normal,Completed,J.C. Staff,Fall,2008,Light Novel,Hiroshi Nishikiori,74,17/03/2020,No,Plot-driven depth,,,,,,,,,,,
79,Bungo Stray Dogs,7.5,8.00,-0.50,"431,858",19.91%,-0.70,Normal,Completed,Bones,Spring,2016,Manga,Takuya Igarashi,37,01/02/2021,No,Fantastic characters in tonal disarray,*in Themes 2,"Most of the notable characters are deep, flawed, and interesting. While some are one-note, most of them land and play off each other nicely","Pretty great. Even though the plot contrivinces run deep in this show, it is still thoroughly entertaining after season 1","Although I understand the desire to protect the city, as an audience member, I find it hard to relate","Pretty solid. Does creepy well, but not wholesome",Some banging ops,,"This show suffers from a bad season 1 that would have put it at a 6. Although the story isn't over and there is a lot left to be learned, a multitude of characters have had to much revealed without having reason to be the way they are (Dazai namely). The inability for suicide jokes and other attempts at comedy to land make it feel awkward. The lack of tension and stakes make it hard for twists to become meaningful and allow me to get invested in the plot. Characters are great though and easy to relate to ",,,
7,Blue Exorcist,7.5,7.56,-0.06,"902,167",41.58%,-0.48,Normal,In Progress,A-1 Pictures,Spring,2011,Manga,Tensai Okamura,25,01/01/2015,No,Full throttle ,,,,,,,season 2 - 2017,,,,
50,Another,7.5,7.52,-0.02,"772,614",35.61%,-0.38,Normal,Completed,P.A. Works,Winter,2012,Light Novel,Tsutomu Mizushima,12,27/07/2020,No,Thriller to the very end,,,,,,,,,,,
107,Akudama Drive,7.5,7.68,-0.18,"109,751",5.06%,-0.23,Normal,Completed,Studio Pierrot,Fall,2020,Original,Tomohisa Taguchi,12,17/03/2021,No,"Cyberpunk, but actually done right",*in Themes 2,Swindler is the most annoying char in the show. Her random overprotectiveness of the kids is dumb. The other chars fit the narrative and make it fun,"Although there were a large number of plot contrivences that ruined my focus, it was surprisingly easy to follow and enjoy","I would have liked more of an explanation about Kanto and the rest of the world, but Kansai was great",Fan-freaking-tastic. The fights were bright and awesome,"""To the Light"" is a sad ed song at the very end",,"Because of the plot contrivences and how confusing Swindler's char was, it was hard to really enjoy what was otherwise a fantastic show. Also, one of the major themes is that no one should decide where you belong, yet the kids, who Swindler is obsessed with protecting, decided that for the members of the group. They are not innocent by any means, but the show goes against its own theme. I will admit that Swindler finding where she belongs with the biggest swindle was a great turnaround for her shotty char",,,
206,A Whisker Away,7.5,7.35,0.15,"129,957",5.99%,0.09,Normal,Completed,Studio Colorido,Summer,2020,Original,Junichi Satou,1,26/03/2021,No,"Whimsical, childish cringe",To put on a mask for others' sake is a great sacrifice. Life is great bc it's filled with unwarranted love,"The MC was a lovable reflection of the cringe and immaturity of youth. Other characters definitely felt like they belonged, but main boy didn't sparkle",All over the place. It was hard to follow what was going on at the end. The pacing was horribly fast and nothing explained in the last 30 min,Wasn't as fleshed out as it could have been. Made for a disappointing reveal at the end,"Absolutely stunning. It was realistic, but felt slow at times",Ed was good,,"It's whimsical and nostalgic charm could only go so far as the rushed story and horrible pacing drowned out its positives. While the human characters felt like real people with real problems, the cats felt like throw-ins. Ultimately, it's a kids movie that I was fun and didn't need to be taken seriously. It's purpose was to be playful. It's theme about appreciating life and those who do care for you is touching. Makes you realize that you aren't alone. People learn to better themselves from interactions with other",,,
94,Tsuredure Children,7,7.63,-0.63,"283,821",13.08%,-0.76,Normal,Completed,Studio Gokumi,Summer,2017,4-koma Manga,Hiraku Kaneko,12,10/03/2021,No,Cute and cringe relationships,None,"With such a large cast, there were definitely some hits and some misses. Overall, the ensemble cast that they focused on shined above the others they didn't.","Fairly mundane, and that's probably what the show was going for. Built off of a bit too many coincidences. Got stale at times too",Nothing to talk about,"Interesting and unique, but not too different. Okay overall",Nothing great,,"The lack of meaningful characters, cohesive thematic takeaways, or narrative throughway made it tough to care. Some characters were unlikeable, and the student council president relationship was bad enough for me to skip their scenes entirely. In the end, there wasn't enough nuance or complexity to make any of the couples feel unique or special. If they were going for a wholistic approach, it didn't accomplish that either because there were many other approaches. Too short to get a good perspective",,,
45,Tower of God,7,7.61,-0.61,"339,026",15.63%,-0.77,Normal,Completed,Telecom Animation Film,Spring,2020,Web Manga,Takashi Sano,13,30/07/2020,No,"Captivating idea, slow start",,,,,,,,,,,
220,Toilet Bound Hanako-Kun,7,7.85,-0.85,"229,563",10.58%,-0.96,Normal,Completed,Lerche,Winter,2020,Manga,Masaomi Andou,12,17/04/2022,Tingly Nose,"Creepy, stalky, ghosty vibes",*in Themes 8,"MCs are super fun, and their contrast and quirks are lovable. Their relationship is fun to see build too. Exorcist boy is underwhelming and kinda lame","A fine mixture of quirky antics and perilous moments. However, the tone fluctuates too much for me to take anything seriously","Although the ghosty stuff isn't explained a whole lot, it doesn't hurt the story since it's simple overall","I love the style, but the animation feels janky and the manga style is awk",Ed is sweet,,"This show suffers from having weak peripheral chars outside the wonders and Nene. Kou and his rushed, dumb friend take up so much time despite being the weakest part of the show. They then proceed to take up more time and become plot relevant, which makes it hard to care. Also, the childish, stiff feeling of the show contrasts the more mature themes and tone; feels disconnected. I do love everything about the other chars and how they clash with very different, unique personalities. A lot of decent setup.",,,
347,The World’s Best Assassin Gets Reincarnated in Another World As an Aristocrat,7,7.50,-0.50,"101,660",4.69%,-0.55,Normal,Completed,SILVER LINK,Fall,2021,Light Novel,Masafumi Tamura,12,30/12/2021,No,Horny harem and oblivious murderous MC,*in Themes 5,"It's pretty damn hamfisted and lacks any nuance. They really try and milk it. Plus, the chars have some absolutely horrendous dialogue. It's so unironically cringe",It's fine. Assassin's band of Mary Sues who heel at his every command got a little repititive. It does try and get a little smart at times tho,"Magic system is pretty weakly explained. Otheriwse, it's generic isekai",Not too good with the really gross CGI knights,Op was some Goldeneye shit,,"The show does not excel in anything, but it's relationships are so cookie-cutter and flat that they don't really work. There are some super stupid moments, and the show seems to steer itself away from serious topics when it comes to making the MC a morally gray char. He lacks any intrigue bc he's so damn overpowered, smart, and just an overall chick magnet. Meanwhile, the girls' backstories are so disturbing that the entire show's tone just feels off. It's fine, but not anything special",,,
46,The Promised Neverland,7,7.80,-0.80,"1,035,908",47.75%,-1.27,Normal,Completed,CloverWorks,Winter,2019,Manga,Mamoru Kanbe,23,08/03/2022,No,Horror & galaxy brains (and contrivences),*in Themes 3,"Pretty aight. They conflicts that naturally arise from their personalities makes for powerful moments, but there isn't any development/arcs that really wows me","S1 is a 9/10. No doubt. S2 has one of the most interesting moral conflicts I've ever seen, but the plot contrivances make me want to shoot a man","S1 setup something awesome, then s2 did little to expand on the demon's world, which was disappointing","Wasn't anything to go on about, but the char designs were good",S1's Op and Eds are sweet,,"S1 is awesome. S2's plot contrivances truly made this tough to get through, but the flow of the plot and the twists were actually really good and it kept me invested until the end, which was a 3 min montage that covered mulitple manga arcs :(. I can't express how much I loved the moral dilemma tho and how the chars reacted to it. Shows that the source material was a gem, but the execution and constant get-out-of-jail-free cards (especially in contrast to s1) made the show comedic at times. Hints of greatness",,,
24,That Time I Got Reincarnated as a Slime,7,8.09,-1.09,"499,815",23.04%,-1.32,Normal,On-Hold,8bit,Fall,2018,Manga,Yasuhito Kikuchi,24,16/07/2020,No,"Kiddie cringe, in a good way",,,,,,,season 2 - 2021,,,,
198,Snow White With the Red Hair,7,7.85,-0.85,"268,957",12.40%,-0.97,Normal,Completed,Bones,Summer,2015,Manga,Masahiro Andou,24,02/01/2022,No,"Wholesome, more like wholelot",*in Themes 7,"There isn't a much complexity to these chars. Prince has a past that is never really addressed, and everyone else is overwhelmingly nice for better and for worse",There wasn't much for complexity or plot twists. It was so predictable that all slightly dark tones were removed entirely. Comedy was nonexistent,"Not a lot of flare outside of the different gardens. Otherwise, the kingdoms didn't really inspire much",Boring and plain. Especially in the char design department. Felt empty,Nothin',,"This show is too good for its own good. It doesn't delve into anything past superficial in terms of its themes. Everything is so wholesome that I can't take it seriously in terms of any of the conflicts. Chars didn't really have any personalities except I'm a nice guy/gal who works hard. It made for a lot of redundant, yet sweet moments. In trying to be a wholesome show, it works, but it drags so much that I couldn't stand it. Not enough development happened, instead it was told to us. Can't hate it tho",,,
137,Miss Kobayashi’s Dragon Maid,7,8.09,-1.09,"573,420",26.43%,-1.35,Normal,Completed,Kyoto Animation,Winter,2017,Manga,Yasuhiro Takemoto,26,16/10/2021,No,"Misguided, but cute, slice of life",*in Themes 5,"Not much here. For as much as they proclaim that there are char changes happening, I don't get that feeling. Only Ilulu felt like a good char, but she didn't show up much","It wasn't until s2 that the story felt meaningful in relation to themes and char, but even then, the slice of life aspect made it shallow",Not that special. The apartment doesn't have that warm and cozzy feeling of other slice of lifes,"Pretty good, but I almost expected more from Kyoto",Ops and Eds were pretty great,,"Kobayashi and Tohru are not fun to follow. They are repititive and have these undeserved introspective moments. I found myself enjoying side stories about Ilulu, Elma, Shouta, and Kanna the most bc they were fun, original, and related to a solid theme. The comedy didn't really hit outside these chars either. There is a fantasy plot hidden by a slice-of-life structure that highlights different, unrelated char arcs and themes. It makes for emotionally unsatisfying moments, but it does make for cute spectacle. ",,,
61,Kiznaiver,7,7.42,-0.42,"277,744",12.80%,-0.55,Normal,Completed,Trigger,Spring,2016,Original,Hiroshi Kobayashi,12,08/08/2020,No,Unrealistic love lifes make it drag,,,,,,,,,,,
104,Jujutsu Kaisen,7,8.78,-1.78,"594,703",27.41%,-2.05,Normal,Completed,MAPPA,Fall,2020,Manga,Seong-Hu Park,24,02/04/2021,No,"Action, no substance, bad storytelling",We should strive to lead people to deaths where they can feel at peace,"While they are not annoying and are fun to follow, there backstories are shallow and not well told. They feel like separate people and not connected individuals","Not very good. Nothing is foreshadowed, and info dumps aren't very good at explaining anything. Mid-fight explanations are awful",I'm not sure whether people are aware of the curses' presence or not. It feels like a separate world from reality,Some of the best animation you'll ever see. Fights are :0,Op 1 and Ed 1 are some of the best you'll find,,"Although the animation is some of the best you'll ever find, the story is not great. Villains are saved because they need to have a fight later. Nothing is explained well. There is no foreshadowing. In terms of characters, while they are interesting, the rapid fire of meaningful introductions makes their backstories feel forced and unnoteworthy. Plus, the attempt at a deeper meaning falls flat. Comedy works, but serious moments are not impactful due to the awfully confusing story and lack of nuanced characters",,,
151,Heaven’s Memo Pad,7,7.52,-0.52,"82,806",3.82%,-0.56,Normal,Completed,J.C. Staff,Summer,2011,Light Novel,Katsushi Sakurabi,12,31/12/2020,No,Durarara-lite with more detective fun,*in Themes 1,"Main character was boring. His internal conflict was fixed in fist 2 eps. Other characters felt stale, unevolved, or irritating. Fourth was the only one with much effort","While the mysteries aren't mind-boggling complex, the plot is interesting enough to watch an arc w/o losing interest",Wasn't intrigued by the gangs and sense of underworld shannigans. It didn't seem fleshed out enough,Characters designs were dull. The rest was just bland,Ed and OST were pretty dang tight,,"Everything about this show screamed Durarara on a budget; however, while Durarara gave it's characters fun quirks and interesting stories, this show had bland side characters that did little to inspire. Either characters didn't seem to have agency or their motivations were stupid and unexplained. By relying on a plot that wasn't even that complex, the flaws in the writing of the characters came apparent whenever the show tried to say something meaningful or remotely emotional",,,
131,Ghost Hound,7,7.45,-0.45,"37,017",1.71%,-0.47,Normal,Completed,Production I.G,Fall,2007,Original,Ryuutarou Nakamura,22,21/12/2020,No,"Characters, check; Plot, what?",*in Themes 1,"For the most part, characters had motivations and personalities that clashed with others and made for interesting dynamics. Some felt dropped tho","The horror elements of the show felt dropped despite the constant build up of tension. Intriguing overall, but it required more explaining",Town wasn't as fleshed out as it should. Unable to grasp the full setting's impact and importance,Not much to write on about. Pretty good for the time,"Op is good, and sound added horror",,Ending disappointed because it left things unexplained w/o reason,,,
175,Gabriel DropOut,7,7.47,-0.47,"198,842",9.17%,-0.56,Normal,Completed,Doga Kobo,Winter,2017,Manga,Masahiko Oota,12,05/12/2021,No,Average to a tee,None,"The chars all had their bits to play, but none of them were executed particularly well. They didn't get on my nerves and displayed a refreshing level of awareness ",Didn't really go anywhere. There wasn't any sense of purpose in anything that went on even though it was an episodic comedy,"The different apartments didn't have much personality, which was kinda disappointing","Surprisingly good. There were moments that really had me goin ""okay""",Op was girl group fun,,"The comedy wasn't very great, and while the chars didn't annoy me, they were pretty bland. In all, the show seemed to lack any purpose or drive. There were maybe two or three moments of something deeper, but they were never expanded on. It's reflected in a thematic point that is almost nonexistent. Overall, the show does just enough to get me through, and it lacks the glaring flaws of other comedies that make me despise them. Not bad, could have been better",,,
11,Fate Zero,7,8.32,-1.32,"656,730",30.27%,-1.62,Normal,Completed,ufotable,Fall,2011,Light Novel,Ei Aoki,25,01/01/2015,No,"Good action, too much exposition",,,,,,,,,,,
148,Engaged to the Unidentified,7,7.42,-0.42,"148,202",6.83%,-0.49,Normal,Completed,Doga Kobo,Winter,2014,4-koma Manga,Yoshiyuki Fujiwara,12,30/12/2020,No,Innocent and wholesome love and fun,One of the most important parts of a relationship is opening up and ensuring no one is left behind,"Some characters didn't seem to have a worthy connection to the plot, and some got a little stale after a while, but they stayed true to their bits and personalities","Very relaxing and not too complicated. Shined in the awkwardness and childish nature of some events, and fell flat w/o the main trio",Not much to talk about here,Not a fan of the outlining of the characters,Op went hard,,"This show didn't need to be a thematic masterpiece. It was a slice of life through and through, took its time, and repeated itself, for better and for worse",,,
126,Cells at Work!,7,7.56,-0.56,"222,955",10.28%,-0.66,Normal,Completed,David Production,Summer,2018,Manga,Kenichi Suzuki,21,01/06/2021,No,"Educational, but generic","As important as your job is, there are things that go beyond the call of duty","Pretty standard. There was very little done to excite, but personalities were clear and being based on science made it kinda fun","Other than the painful repition in early episodes, when it picked up, it was thoroughly enjoyable to see the biological tie-ins. Kinda fun",The recreation of the body as a living city is one of the coolest settings. It's a great idea and executed well,"Painfully dull. Reused shots and CG pedestrians, but studio is new","Op 1 was nice, but not even THAT great",,"This show shined when it had interesting, biological tie-ins. It's char development was limited, but good enough considering the char constraints. It had its moments and came off as a shonen with a little side of education, which is exactly what it tried to do. Despite its childish delivery of themes and inability to comprehend even basic story tropes, the story was entertaining after the first 6 or so eps of the first season. After that, I found myself learning more than I should from a shonen battler",,,
